content,label
"I was very uneasy with how bad this movie was, but not scared at all.",negative
The dialogue is composed of things that make little sense.,negative
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.",negative
The directing is sloppy at best.,negative
"Hackneyed writing, certainly, but made even worse by the bad directing.",negative
"Of course, the acting is blah.",negative
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.,negative
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.",negative
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.",positive
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.",positive
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.",positive
"This movie was kind of long in length, but I enjoyed every minute of it.",positive
Overall I rate this movie a 10 out of a 1-10 scale.,positive
"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.",positive
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.",negative
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.,negative
"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.",positive
"This movie creates its own universe, and is fascinating in every way.",positive
But this movie really got to me.,positive
See it.,positive
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.",positive
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.",positive
This movie is a good and humorous comment on life in 2006.,positive
"I found this move beautiful, enjoyable, and uplifting.",positive
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.",positive
Later I found myself lost in the power of the film.,positive
The entire audience applauded at the conclusion of the film.,positive
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.",positive
Duris has a wholesome appearance and gives a fine performance.,positive
The rest of the cast also play well.,positive
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.,positive
About ten minutes into this film I started having second thoughts.,negative
About half way through this film I started to dislike it.,negative
"By the time the film ended, I not only disliked it, I despised it.",negative
What this film lacks is a convincing script.,negative
The script looks as if only a rough draft was written and shooting began before a finished script was completed.,negative
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.",negative
The cast is good.,positive
"For that, it's worth checking out.",positive
This is probably the most irritating show I have ever seen in my entire life.,negative
It is indescribably the most annoying and idiotic show I have ever seen.,negative
Everything about it is just bad.,negative
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.",negative
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.",negative
"The casting is also horrible, cause all you see is a really really BAD Actors, period.",negative
Final Word: This Show is a real torture!!,negative
It is zillion times away from reality.,negative
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.,negative
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.,negative
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.,negative
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.",negative
From here on the Widmark character turns unintentionally comical!,negative
His losing his marbles so early in the proceedings is totally implausible and unconvincing.,negative
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.,negative
Whatever prompted such a documentary is beyond me!,negative
(very serious spoilers) this movie was a huge disappointment.,negative
there are so many problems i dont know where to start.,negative
the cast was great.,positive
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.",positive
add betty white and jean smart and you have a great cast - everyone played their parts really well.,positive
but the movie makes a lot of serious mistakes.,negative
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.",negative
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.,negative
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.",negative
there is no real plot.,negative
i wouldnt see this movie again for free.,negative
STEAMBOAT WILLIE is an amazingly important film to our cinema history.,positive
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.,positive
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.",positive
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.",positive
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.",positive
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.,positive
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.",negative
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.",negative
The original Body and Soul (1947) is a masterpiece.,positive
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.",positive
I don't think there are any redeeming qualities in this remake.,negative
This may be the only bad film he ever made.,negative
So bad...well...it's just bad.,negative
"This movie is a solid example of a bad plot and a very, very bad idea all the way.",negative
It's a shame to see good actors like Thomerson and James make a living in a mess like this.,negative
I thought it was bad.,negative
"Both films are terrible, but to the credit of the 1986 version, it was watchable.",negative
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.",negative
The script is a big flawed mess.,negative
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.,negative
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.",negative
The movie is terribly boring in places.,negative
The lighting is awful.,negative
The film looks cheap and bland.,negative
One of the most disappointing aspects is the lack of notable gore.,negative
"This convention never worked well in the past, and certainly doesn't work here.",negative
The visual effects were AWFUL.,negative
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!,negative
"The ""explosion"" of the Gas tanks at the end was just as awful.",negative
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.",positive
"Gotta love those close-ups of slimy, drooling teeth!",positive
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.",negative
Not recommended.,negative
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.",negative
"Aside from it's terrible lead, this film has loads of other debits.",negative
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.",negative
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.",negative
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).,positive
"With the originality and freshness of the first movie now spent, this remake had little else to offer.",negative
The budget was evidently very limited.,negative
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.",negative
"However, here there was no decent acting, action or location work to balance things up.",negative
Filmiing was less expansive.,negative
It failed to convey the broad sweep of landscapes that were a great part of the original.,negative
Generally; it just lacked imagination.,negative
Not recommended.,negative
Is it possible for a movie to get any worse than this?,negative
There is no plot here to keep you going in the first place.,negative
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.",negative
"Beware: this is not a trashy cult movie, this is trash -period!",negative
I can't believe there's even a sequel to this!,negative
Which is precisely why I am giving it such a bad review!,negative
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.",positive
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.",positive
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.,positive
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).",positive
The characters were all funny and had the peculiarity of not having a true lead character.,positive
Every single character was hilarious and deserved to be called a lead.,positive
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.",negative
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.",negative
Perabo has a nice energy level and is obviously very comfortable in front of a camera.,positive
There is simply no excuse for something this poorly done.,negative
I saw this movie and I thought this is a stupid movie.,negative
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?,negative
"To be honest with you, this is unbelievable nonsense and very foolish.",negative
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.",negative
The story line is just awful!,negative
It's just painful!,negative
And the accents are absolutely abysmal!,negative
There's also enough hypocrisy in this film to make me vomit.,negative
Don't waste your time watching this rubbish non-researched film.,negative
I believe that Pitch Black was done well.,positive
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.",positive
Go watch it!,positive
Omit watching this.,negative
VERY funny!,positive
My rating: just 3 out of 10.,negative
The characters are interesting and you really care for them.,positive
"An instant classic, with a great soundtrack and a catchy song during the ending credits.",positive
Don't miss it.,positive
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.",positive
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).",positive
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.",positive
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.",positive
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.,negative
"Regardless, the film fails on most levels.",negative
Avoid at all costs.,negative
"I saw this film over Christmas, and what a great film it was!",positive
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!,positive
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!,positive
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.",positive
But it wasn't until I watched this film that I realised how great he actually was.,positive
I'll give this film 10 out of 10!,positive
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.",negative
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.",negative
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.",positive
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.",positive
Nevertheless yet another wonderful film from the great master's stable.,positive
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!,positive
Excellently produced by one of Sci-fi's best producers Scot Vandiver !,positive
"But it is entertaining, nonetheless.",positive
It's a campy sort of film that's a joy to watch.,positive
There's barely a boring moment in the film and there are plenty of humorous parts.,positive
The cast is always entertaining as usual.,positive
"Overall, a delight!",positive
"This movie is so mind-bendingly awful, it couldn't have even been created.",negative
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.,negative
The least said about the acting the better.,negative
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.,positive
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.,positive
Nothing short of magnificent photography/cinematography in this film.,positive
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.",positive
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10,positive
Excellent performance.,positive
There still are good actors around!,positive
Also great directing and photography.,positive
"Very true to Shakespear, and a 'must' for all Shakespear fans.",positive
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.",positive
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.",positive
"If you love death and decay, and Shakespears lyrics... this is the one.",positive
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.",positive
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.",positive
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.",positive
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.,positive
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.",negative
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.",negative
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.",positive
It is not good.,negative
"Speaking of the music, it is unbearably predictably and kitchy.",negative
Then the film just dropped the ball.,negative
This is a stunning movie.,positive
Raw and sublimely moving.,positive
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.",positive
All of the main players are mesmerising.,positive
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.,positive
Julian Fellowes has triumphed again.,positive
He's a national treasure.,positive
GO AND SEE IT!,positive
This is an excellent film.,positive
The aerial scenes were well-done.,positive
It was also the right balance of war and love.,positive
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.",positive
Kris Kristoffersen is good in this movie and really makes a difference.,positive
A good film by a great director!,positive
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.,positive
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.",negative
This is just a great movie.,positive
10 out of 10 stars.,positive
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.,negative
It's so bad it's actually worth seeing just for that reason.,negative
Punishment Park is a brilliant piece of cinema.,positive
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.",positive
This is one of Peter Watkins most accessible films.,positive
I advise you to look out for it.,positive
You wont regret it!,positive
Highly recommended A+,positive
Well... Just if you keep thinking how bad it is.,negative
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.",negative
It's a case of 'so bad it is laughable'.,negative
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.",negative
"It is a film about nothing, just a pretext to show ridiculous action scenes.",negative
How awful she is!,negative
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.",negative
"The results, well, are a shame.",negative
DELETE this film from your mind!,negative
One of the worst shows of all time.,negative
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.,negative
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???",negative
Never heard of any of them except Cole who was totally unbelievable in the part.,negative
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.",negative
The stories were as unbelievable as the actors.,negative
Lame would be the best way to describe it.,negative
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.",positive
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.,positive
The attractive set used throughout most of the film is an eye-pleasing gem.,positive
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.",negative
"The lines, the cuts, the audio, everything is wrong.",negative
You can find better movies at youtube.,negative
"Top line: Don't waste your time and money on this one, its as bad as it comes.",negative
"A Lassie movie which should have been ""put to sleep"".... FOREVER.",negative
That's how I'd describe this painfully dreary time-waster of a film.,negative
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.",negative
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.",negative
"It's an empty, hollow shell of a movie.",negative
"Seriously, it's not worth wasting your, or your kid's time on.",negative
"Avoid, avoid, avoid!",negative
It will drive you barking mad!,negative
The transfers are very good.,positive
Very nice and relaxing late night viewing.,positive
The movie is full of wonderful dancing (hence the title!,positive
") some great music, and terrific scenery.",positive
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!",positive
") a happy, wonderful, feel good ending!",positive
"The point is the journey, a journey that touches every member of the family.",positive
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!,positive
Nothing new there.,negative
That was done in the second movie.,negative
The movie has almost no action scenes in it and very little comedy.,negative
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.,negative
What on earth is Irons doing in this film?,negative
I just saw this film and I recommend it.,positive
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.",positive
"A very good film indeed, about great and unconditional love.",positive
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.",positive
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.",positive
"Despite the pans of reviewers, I liked this movie.",positive
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.",positive
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).",positive
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.",positive
I guess I liked the details of his dysfunction--he was believable.,positive
The football scenes at the end were perplexing.,negative
But I thought his acting was skilled.,positive
Meredith M was better than all right.,positive
A very charming film with wonderful sentiment and heart.,positive
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.,positive
Nine out of ten for a truly lovely film.,positive
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.,positive
This is one of the best Italian thrillers of the early 70's.,positive
A standout scene.,positive
This scene is very strong and unpleasant.,negative
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.",positive
It's still wild stuff though and is highly recommended to fans of giallo cinema.,positive
The movie was very interesting from beginning to the end.,positive
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.,positive
This movie is also revealing.,positive
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.",positive
And it was boring.,negative
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.",negative
PS the only scene in the movie that was cool is when the central character finds her room blown up.,positive
"It's a fresh, subtle, and rather sublime effect.",positive
"An Italian reviewer called this ""a small, great film,"" and that's right.",positive
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.",positive
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.",positive
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.",positive
Also the music by Mark Snow is possibly the best score I've ever heard.,positive
You won't forget this movie!,positive
Why was this film made?,negative
The film has an ultra-cheap look to it.,negative
The result is a film that just don't look right.,negative
None of them are engaging or exciting.,negative
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.,negative
The Foreigner is not worth one second of your time.,negative
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.",positive
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.,positive
This movie is so awesome!,positive
"I loved it, it was really scary.",positive
I love the Scream movies and all horror movies and this one ranks way up there.,positive
If you want a real scare rent this one!,positive
10/10,positive
This is an extraordinary film.,positive
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.",positive
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.",positive
"The film is well paced, understated and one of the best courtroom documentaries I've seen.",positive
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.,positive
"Predictable, but not a bad watch.",positive
It was clear that she had the range and ability to pull off this part.,positive
She carries the movie well.,positive
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.,positive
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.",positive
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.",negative
"In fact, this stinker smells like a direct-to-video release.",negative
Avoid at ALL costs!,negative
Star Trek V The final Frontier is the worst in the series.,negative
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.",negative
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.,negative
The only place good for this film is in the garbage.,negative
The worst one of the series.,negative
Editing: The editing of this film was phenomenal in my opinion.,positive
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.",positive
Cinematography: The film was shot in an interesting way.,positive
"Of course the footage from the 70s was grainy, but that only enhanced the film.",positive
This film offers many delights and surprises.,positive
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.",positive
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.,positive
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.,positive
But this understated film leaves a lasting impression.,positive
The warmth it generates is in contrast to its austere backdrop.,positive
You will leave the theater wanting to go out and dance under the stars.,positive
"The acting, as you'd expect from this cast, is top notch.",positive
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.",positive
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.",positive
Conclusion - I loved it.,positive
It's a long time since I was so entertained by a movie.,positive
I struggle to find anything bad to say about it.,positive
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.",positive
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.",positive
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.",positive
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!",positive
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.,positive
Trumbull on I LOVE LUCY).,positive
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.,positive
See both films if you can.,positive
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.",positive
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.",positive
Very disappointed and wondered how it could be in the Oscar shortlist.,negative
It's very slow.,negative
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.,negative
) Don't waste your time.,negative
End of Days is one of the worst big-budget action movies I've ever seen.,negative
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.,negative
This was one of the worst films i have ever seen.,negative
I'm still trying to get over how bad it was.,negative
This movie is possibly one of the most creative works of horror ever.,positive
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.",positive
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.",positive
"Call me a nut, but I think this is one of the best movies ever.",positive
Great character actors Telly Savalas and Peter Boyle.,positive
"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?",negative
Lots of holes in the script.,negative
It's like a bad two hour TV movie.,negative
Now imagine that every single one of those decisions was made wrong.,negative
The dialogue is atrocious.,negative
The acting is beyond abysmal.,negative
Everything stinks.,negative
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.",negative
"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.",negative
"It's dumb and pointless, and a complete waste of time.",negative
"In short, don't bother with this movie.",negative
"I won't spoil it, but the ending in pretty amazing.",positive
"The best scene in the movie is at the end, but I won't spoil it.",positive
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!",positive
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.",positive
A film not easily forgotten.,positive
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.",positive
The scripting of the subtle comedy is unmatched by any movie in recent years.,positive
"The characters are interesting, even if a bit predictable.",positive
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!",positive
Great movie!,positive
Also the story and acting were weak.,negative
"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.",negative
"Either way, it sucks.",negative
The script is horrendously stupid.,negative
The story starts too fast with absolutely no suspense or build-up in the slightest.,negative
Everything Captain Howdy says is either laughable or just plain stupid.,negative
What the hell kind of crap is that?!,negative
"Then, there's the plot holes.",negative
You could drive a semi truck into these holes!,negative
Linda Cardellini is the only thing good in this film.,positive
She's poised and amazing.,positive
Dee Snider just plain sucks.,negative
"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?",negative
I was bored throughout the whole damn thing.,negative
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.",negative
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.,negative
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.,negative
A piece of cinematic garbage captured on celluloid.,negative
Avoid at any and all costs.,negative
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.",negative
Avoid this film at all costs.,negative
"I don't know what happened in Season Five, what a mess.",negative
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.,negative
Now this is a movie I really dislike.,negative
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.,negative
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.",negative
"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.",negative
There aren't death scenes like in previous movies and the f/x are terrible.,negative
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.",negative
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.",positive
"The best part about ""Nurse Betty"" is it's unpredictability.",positive
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.",positive
"Otherwise, don't even waste your time on this.",negative
This one just fails to create any real suspense.,negative
"As for the killer, don't expect anything original or even remotely frightening.",negative
"There is, however, some pretty good acting (at least, for this type of film).",positive
I'm so sorry but I really can't recommend it to anyone.,negative
"One of the most boring,pointless movies I have ever seen.",negative
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.,negative
Hated it.,negative
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.,negative
